id, Latitude, Longitude, Listed, 
960, -6.24976683, 53.3844833, 2, 
961, -6.27723217, 53.4180908, 2, 
963, -6.30003309, 53.3296051, 2, 
964, -6.22761106, 53.3686066, 2, 
968, 0, 0, 2, 
972, -6.27842522, 53.4049301, 2, 
978, -6.36985922, 53.4115372, 2, 
979, -6.22039, 53.3109589, 2, 
982, -6.23932314, 53.3369484, 2, 
984, -6.37905693, 53.3358727, 2, 
985, -6.25094318, 53.3499756, 2, 
986, -6.32150078, 53.339119, 2, 
990, -6.29264, 53.355854, 2, 
992, -6.23116779, 53.3561287, 2, 
993, -6.37879896, 53.3477, 2, 
994, -6.23868799, 53.3608818, 2, 
996, -6.34737396, 53.2779427, 2, 
997, -6.2783761, 53.338768, 2, 
998, -6.2828908, 53.3072395, 2, 
999, -6.26447296, 53.3288422, 2, 
1004, -6.39876, 53.2770958, 2, 
1005, -6.2785368, 53.4177, 2, 
1006, -6.26385784, 53.3911133, 2, 
1007, -6.1794591, 53.4029846, 2, 
1008, -6.21321297, 53.3316689, 2, 
1011, -6.25398302, 53.3508682, 2, 
1012, 0, 0, 2, 
1013, -6.37954378, 53.33564, 2, 
1014, -6.40772581, 53.3125, 2, 
1015, -6.25126, 53.3496399, 2, 
1016, -6.27155876, 53.3607216, 2, 
1024, -6.28220177, 53.3476563, 2, 
1026, -6.13346577, 53.2835884, 2, 
1027, -6.41125488, 53.3412476, 2, 
1028, -6.2380681, 53.2853775, 2, 
1032, -6.25864, 53.3468513, 2, 
1033, 0, 0, 2, 
1035, -6.25843716, 53.357048, 2, 
1037, 0, 0, 2, 
1039, -6.27045918, 53.3172, 2, 
1040, -6.16274309, 53.3958206, 2, 
1043, -6.24587584, 53.2921104, 2, 
1044, -6.13499498, 53.2948532, 2, 
1054, -6.25040579, 53.4595909, 2, 
1055, -6.24692488, 53.3340073, 2, 
1062, -6.26476097, 53.3177223, 2, 
1063, -6.30754805, 53.3394089, 2, 
1064, -6.41928291, 53.4204674, 2, 
1069, -6.30893517, 53.2944527, 2, 
1073, -6.24887419, 53.377018, 2, 
1081, -6.28707218, 53.3769684, 2, 
1082, -6.30237579, 53.4032364, 2, 
1084, -6.25926495, 53.3462753, 2, 
1089, -6.26157618, 53.3443947, 2, 
1090, -6.20123386, 53.3823929, 2, 
1093, -6.45214, 53.3201637, 2, 
1095, 0, 0, 2, 
1102, -6.28346491, 53.3061066, 2, 
1103, -6.23856497, 53.3323936, 2, 
1104, -6.24797297, 53.3535194, 2, 
1105, -6.45108318, 53.3298, 2, 
1106, -6.2655611, 53.3367691, 2, 
1111, -6.37781286, 53.3563042, 2, 
1112, -6.25626421, 53.3504257, 2, 
1115, -6.42707491, 53.2907486, 2, 
1116, -6.23974419, 53.2902641, 2, 
1121, -6.28004789, 53.3706589, 2, 
1127, -6.38537884, 53.9563026, 2, 
1128, -7.1321888, 52.2759171, 2, 
1129, -8.46647644, 51.8987808, 2, 
1131, -7.13197088, 52.2448502, 2, 
1135, -8.46777916, 51.8903694, 2, 
1136, -7.10525322, 52.2595444, 2, 
1139, -8.52957916, 51.8840904, 2, 
1142, -7.01304197, 52.3638115, 2, 
1143, -7.10514402, 52.2601242, 2, 
1144, -6.910079, 52.8450203, 2, 
1145, -9.71615601, 53.5979347, 2, 
1147, -9.01995754, 53.2787247, 2, 
1150, -8.95164204, 53.9445877, 2, 
1152, -6.22865295, 53.4282341, 2, 
1153, -8.46821404, 51.8974228, 2, 
1154, -9.03407764, 53.2960701, 2, 
1160, -8.40402508, 51.8107605, 2, 
1161, -7.34354591, 53.5153503, 2, 
1162, -6.22148418, 53.4195595, 2, 
1163, -8.60984325, 52.6471634, 2, 
1164, -8.60962582, 51.8860321, 2, 
1165, -6.90899277, 52.8389359, 2, 
1166, -8.51002884, 51.882019, 2, 
1167, -6.80972195, 53.5650558, 2, 
1170, -6.27285814, 53.3677177, 2, 
1175, -9.03994274, 53.2776909, 2, 
1176, -6.36691523, 53.7147598, 2, 
1178, -9.68520069, 53.6067352, 2, 
1180, -8.63656139, 51.8796883, 2, 
1181, -7.61311913, 52.0934029, 2, 
1188, -6.39254713, 53.5058975, 2, 
1190, -6.7001338, 53.9715767, 2, 
1191, -8.46582413, 51.8992348, 2, 
1192, -8.61581612, 52.6592674, 2, 
1195, -9.68900299, 52.2694473, 2, 
1201, -8.51285267, 51.9035072, 2, 
1204, -8.64818287, 52.681469, 2, 
1205, -8.50014591, 51.8936691, 2, 
1206, -9.05308533, 53.2762642, 2, 
1208, -6.92778301, 52.8345375, 2, 
1209, -8.72790337, 52.5280762, 2, 
1213, -8.92068768, 52.6921463, 2, 
1214, -7.36429119, 53.9906693, 2, 
1215, -8.46691132, 51.8782, 2, 
1216, -6.25537109, 53.3474579, 2, 
1219, -9.32309246, 52.0618172, 2, 
1221, -8.87539673, 53.5076485, 2, 
1222, -8.93676186, 53.1388588, 2, 
1224, -8.58975, 51.8880386, 2, 
1229, -8.17561626, 51.9166451, 2, 
1231, -9.04808903, 53.2729, 2, 
1234, -8.49438858, 51.9218216, 2, 
1236, -7.00446177, 53.7767601, 2, 
1240, -8.80306244, 51.9079094, 2, 
1243, -8.38881874, 54.4580917, 2, 
1245, -8.65035534, 52.6819878, 2, 
1247, -8.45311737, 51.8940582, 2, 
1248, -8.6306963, 52.6658058, 2, 
1249, -6.97633219, 54.4094238, 2, 
1250, -6.66038179, 53.6308784, 2, 
1251, -6.40091, 53.5134087, 2, 
1252, -8.47342682, 51.8963242, 2, 
1253, -9.1600666, 54.1111183, 2, 
1254, -6.75672, 52.3623886, 2, 
1255, -9.0447216, 53.2694054, 2, 
1256, -6.99664211, 53.7709389, 2, 
1257, -8.47614288, 51.8954811, 2, 
1258, -8.95511818, 51.9046707, 2, 
1260, -8.31094456, 51.7897263, 2, 
1262, -6.40449381, 54.005619, 2, 
1264, -8.39533615, 51.8868713, 2, 
1265, -9.05753803, 53.2758789, 2, 
1272, -8.44051838, 51.8802071, 2, 
1274, -6.41090202, 53.9954567, 2, 
1275, -8.5153513, 51.9053192, 2, 
1276, -8.41879559, 51.8888168, 2, 
1277, -8.46680164, 51.901371, 2, 
1278, -9.16365147, 54.1049042, 2, 
1280, -6.25493717, 53.3451958, 2, 
1281, -8.47114563, 51.8991051, 2, 
1282, -6.3627882, 53.7245941, 2, 
1284, -6.45021915, 53.5468674, 2, 
1285, -8.39240265, 51.8132172, 2, 
1286, -9.0361414, 53.2823486, 2, 
1287, -9.0464592, 53.2736778, 2, 
1288, -6.78810883, 53.552887, 2, 
1289, -6.26199579, 53.3589783, 2, 
1292, -6.7691021, 53.5611076, 2, 
1293, -6.32911777, 53.7327499, 2, 
1297, -7.15575695, 52.2430382, 2, 
1299, -8.46593285, 51.8996239, 2, 
1301, -8.77493191, 52.5736427, 2, 
1306, -8.48809, 51.9217567, 2, 
1309, -8.81229401, 53.9136505, 2, 
1310, -8.38262844, 51.92519, 2, 
1313, -9.38825893, 51.9470634, 2, 
1314, -8.6045208, 51.8867455, 2, 
1315, -6.95243692, 52.7794571, 2, 
1316, -8.39262104, 51.8119888, 2, 
1321, -8.50514221, 51.8734093, 2, 
1322, -6.53928089, 53.8442039, 2, 
1334, -8.90352726, 52.6924706, 2, 
1335, -7.09265423, 52.2500305, 2, 
1337, -8.89440441, 51.6229362, 2, 
1343, -7.14804602, 52.2439461, 2, 
1348, -8.49026203, 51.9062233, 2, 
1352, -9.04331, 53.2755547, 2, 
1353, -6.35963821, 53.7244034, 2, 
1354, -8.65611076, 52.106411, 2, 
1355, -6.40612316, 53.9953957, 2, 
1358, -7.09613, 52.5863266, 2, 
1362, -8.44051838, 51.8801422, 2, 
1363, -8.47071171, 51.8997536, 2, 
1365, -6.27698517, 53.7109375, 2, 
1367, -8.43302441, 51.8795586, 2, 
1370, -8.45778656, 51.9050598, 2, 
1372, -6.83839607, 53.7181244, 2, 
1377, -6.32662, 53.7076378, 2, 
1378, -8.4418211, 51.8807907, 2, 
1379, -6.51299715, 52.3384399, 2, 
1380, -8.46701908, 51.9014359, 2, 
1382, -8.64698792, 52.6838, 2, 
1383, -7.28500414, 53.8371468, 2, 
1384, -9.04385281, 53.2855186, 2, 
1385, -7.11546278, 52.2531357, 2, 
1386, -8.59485435, 51.9287491, 2, 
1387, -8.47418785, 51.9079742, 2, 
1388, -9.16039276, 54.1111832, 2, 
1390, -6.93734, 52.8259926, 2, 
1391, -6.35170889, 53.7125587, 2, 
1392, -8.41488647, 51.8892021, 2, 
1394, -7.11589718, 52.2633629, 2, 
1395, -9.0464592, 53.2736778, 2, 
1396, -6.73651791, 54.1187553, 2, 
1398, -6.26579809, 53.410759, 2, 
1399, -6.3531208, 53.7117157, 2, 
1401, -6.40406, 54.0062675, 2, 
1402, -6.58826399, 53.3792381, 2, 
1403, -8.47473145, 54.2790718, 2, 
1407, -7.64016294, 54.3434715, 2, 
1408, -8.47016907, 51.9012413, 2, 
1409, -8.43660831, 51.8780708, 2, 
1410, -8.47071171, 51.8997536, 2, 
1412, -8.52903557, 51.8888168, 2, 
1413, -8.47907543, 51.9047356, 2, 
1414, -9.03766155, 53.2824135, 2, 
1417, -9.6975832, 52.2706757, 2, 
1420, -8.5530386, 51.8921165, 2, 
1421, -7.15423679, 52.1689339, 2, 
1423, -8.47027779, 51.9011765, 2, 
1429, -8.62602615, 52.6573906, 2, 
1431, -7.52677298, 54.1543503, 2, 
1434, -8.42705, 51.9030533, 2, 
1436, -6.2427721, 53.3263588, 2, 
1437, -7.1162219, 52.2632027, 2, 
1440, -6.38114309, 53.7407761, 2, 
1447, -8.43954086, 51.8736038, 2, 
1448, -8.51111507, 51.8816299, 2, 
1453, -9.35339355, 52.0105553, 2, 
1455, -7.93482494, 53.4266777, 2, 
1456, -8.50525, 51.8744469, 2, 
1459, -7.93449879, 53.4266167, 2, 
1460, -8.45778656, 51.9051247, 2, 
1462, -6.66277122, 53.3975525, 2, 
1463, -6.69893885, 53.6466064, 2, 
1465, -9.0344038, 54.1424446, 2, 
1466, -9.04548168, 53.2752953, 2, 
1469, -7.12838697, 52.2244, 2, 
1476, -7.35907698, 53.5305595, 2, 
1478, -6.26101923, 53.3601456, 2, 
1481, -6.48454094, 52.3421288, 2, 
